incident_id,delivery_id,incident_date,incident_type,resolution_status,delivery_status
INC004814,D0021421,2024-11-29,Customer complaint,Resolved,VALID
INC004815,D0021422,2024-11-19,Vehicle breakdown,Pending,VALID
INC004816,D0021423,2024-11-26,Late delivery,Escalated,VALID
INC004817,D0021424,2024-11-12,Damaged parcel,Escalated,VALID
INC004818,D0021426,2024-11-16,Late delivery,Resolved,VALID
INC004819,D0021428,2024-11-01,Wrong address,Resolved,VALID
INC004820,D0021431,2024-11-01,Damaged parcel,Resolved,VALID
INC004821,D0021436,2024-11-12,Lost parcel,Resolved,VALID
INC004822,D0021438,2024-11-28,Damaged parcel,Escalated,VALID
INC004823,D0021442,2024-11-18,Damaged parcel,Pending,VALID
INC004824,D0021444,2024-11-19,Lost parcel,Resolved,VALID
INC004825,D0021448,2024-11-02,Customer complaint,Resolved,VALID
INC004826,D0021449,2024-11-27,Damaged parcel,Pending,VALID
INC004827,D0021465,2024-11-30,Damaged parcel,Resolved,VALID
INC004828,D0021471,2024-11-26,Customer complaint,Resolved,VALID
INC004829,D0021492,2024-11-22,Lost parcel,Pending,VALID
INC004830,D0021496,2024-11-04,Late delivery,Pending,VALID
INC004831,D0021499,2024-11-30,Vehicle breakdown,Resolved,VALID
INC004832,D0021502,2024-11-06,Vehicle breakdown,Resolved,VALID
INC004833,D0021506,2024-11-30,Late delivery,Resolved,VALID
INC004834,D0021513,2024-11-08,Customer complaint,Resolved,VALID
INC004835,D0021524,2024-11-23,Wrong address,Resolved,VALID
INC004836,D0021529,2024-11-25,Late delivery,Resolved,VALID
INC004837,D0021538,2024-11-21,Damaged parcel,Resolved,VALID
INC004838,D0021539,2024-11-22,Vehicle breakdown,Resolved,VALID
INC004839,D0021544,2024-11-28,Late delivery,Pending,VALID
INC004840,D0021548,2024-11-26,Wrong address,Resolved,VALID
INC004841,D0021551,2024-11-30,Damaged parcel,Resolved,VALID
INC004842,D0021555,2024-11-10,Customer complaint,Resolved,VALID
INC004843,D0021556,2024-11-05,Damaged parcel,Resolved,VALID
INC004844,D0021565,2024-12-22,Late delivery,Resolved,VALID
INC004845,D0021567,2024-12-05,Lost parcel,Escalated,VALID
INC004846,D0021570,2024-12-08,Lost parcel,Resolved,VALID
INC004847,D0021575,2024-12-07,Customer complaint,Resolved,VALID
INC004848,D0021577,2024-12-26,Late delivery,Escalated,VALID
INC004849,D0021584,2024-12-28,Customer complaint,Resolved,VALID
INC004850,D0021589,2024-12-08,Lost parcel,Resolved,VALID
INC004851,D0021591,2024-12-21,Damaged parcel,Resolved,VALID
INC004852,D0021594,2024-12-30,Wrong address,Resolved,VALID
INC004853,D0021595,2024-12-27,Damaged parcel,Pending,VALID
INC004854,D0021599,2024-12-08,Late delivery,Escalated,VALID
INC004855,D0021607,2024-12-05,Damaged parcel,Pending,VALID
INC004856,D0021609,2024-12-02,Customer complaint,Escalated,VALID
INC004857,D0021610,2024-12-24,Customer complaint,Pending,VALID
INC004858,D0021611,2024-12-17,Wrong address,Resolved,VALID
INC004859,D0021613,2024-12-28,Late delivery,Resolved,VALID
INC004860,D0021618,2024-12-06,Late delivery,Resolved,VALID
INC004861,D0021623,2024-12-17,Damaged parcel,Resolved,VALID
INC004862,D0021624,2024-12-26,Vehicle breakdown,Resolved,VALID
INC004863,D0021632,2024-12-07,Vehicle breakdown,Resolved,VALID
INC004864,D0021643,2024-12-10,Late delivery,Resolved,VALID
INC004865,D0021649,2024-12-29,Wrong address,Pending,VALID
INC004866,D0021657,2024-12-06,Vehicle breakdown,Resolved,VALID
INC004867,D0021659,2024-12-03,Customer complaint,Resolved,VALID
INC004868,D0021663,2024-12-24,Late delivery,Resolved,VALID
INC004869,D0021664,2024-12-10,Late delivery,Resolved,VALID
INC004870,D0021666,2024-12-08,Vehicle breakdown,Resolved,VALID
INC004871,D0021667,2024-12-28,Customer complaint,Resolved,VALID
INC004872,D0021672,2024-12-18,Late delivery,Resolved,VALID
INC004873,D0021675,2024-12-23,Vehicle breakdown,Escalated,VALID
INC004874,D0021677,2024-12-10,Late delivery,Resolved,VALID
INC004875,D0021681,2024-12-28,Wrong address,Resolved,VALID
INC004876,D0021684,2024-12-10,Customer complaint,Escalated,VALID
INC004877,D0021691,2024-12-31,Wrong address,Resolved,VALID
INC004878,D0021692,2024-12-09,Vehicle breakdown,Resolved,VALID
INC004879,D0021693,2024-12-15,Customer complaint,Resolved,VALID
INC004880,D0021696,2024-12-20,Lost parcel,Resolved,VALID
INC004881,D0021698,2024-12-02,Late delivery,Resolved,VALID
INC004882,D0021699,2024-12-13,Lost parcel,Resolved,VALID
INC004883,D0021700,2024-12-12,Customer complaint,Resolved,VALID
INC004884,D0021703,2024-12-31,Customer complaint,Resolved,VALID
INC004885,D0021708,2024-12-05,Lost parcel,Resolved,VALID
INC004886,D0021712,2024-12-30,Lost parcel,Resolved,VALID
INC004887,D0021716,2024-12-19,Late delivery,Resolved,VALID
INC004888,D0021717,2024-12-18,Damaged parcel,Escalated,VALID
INC004889,D0021718,2024-12-14,Lost parcel,Pending,VALID
INC004890,D0021725,2024-12-28,Late delivery,Resolved,VALID
INC004891,D0021727,2024-12-09,Wrong address,Resolved,VALID
INC004892,D0021737,2024-12-31,Damaged parcel,Resolved,VALID
INC004893,D0021740,2024-12-27,Wrong address,Resolved,VALID
INC004894,D0021741,2024-12-01,Damaged parcel,Resolved,VALID
INC004895,D0021745,2024-12-14,Customer complaint,Resolved,VALID
INC004896,D0021752,2024-12-06,Wrong address,Resolved,VALID
INC004897,D0021754,2024-12-27,Lost parcel,Resolved,VALID
INC004898,D0021755,2024-12-05,Vehicle breakdown,Resolved,VALID
INC004899,D0021770,2024-12-11,Customer complaint,Resolved,VALID
INC004900,D0021771,2024-12-31,Damaged parcel,Resolved,VALID
INC004901,D0021772,2024-12-22,Damaged parcel,Resolved,VALID
INC004902,D0021773,2024-12-10,Late delivery,Escalated,VALID
INC004903,D0021776,2024-12-10,Customer complaint,Escalated,VALID
INC004904,D0021782,2024-12-02,Damaged parcel,Resolved,VALID
INC004905,D0021786,2024-12-18,Vehicle breakdown,Resolved,VALID
INC004906,D0021789,2024-12-14,Damaged parcel,Pending,VALID
INC004907,D0021790,2024-12-29,Lost parcel,Resolved,VALID
INC004908,D0021791,2024-12-26,Late delivery,Resolved,VALID
INC004909,D0021792,2024-12-04,Late delivery,Resolved,VALID
INC004910,D0021796,2024-12-11,Damaged parcel,Resolved,VALID
INC004911,D0021805,2024-12-29,Damaged parcel,Resolved,VALID
INC004912,D0021810,2024-12-13,Damaged parcel,Resolved,VALID
INC004913,D0021821,2024-12-02,Late delivery,Resolved,VALID
INC004914,D0021826,2024-12-05,Damaged parcel,Resolved,VALID
INC004915,D0021828,2024-12-04,Wrong address,Resolved,VALID
INC004916,D0021829,2024-12-18,Customer complaint,Resolved,VALID
INC004917,D0021835,2024-12-22,Vehicle breakdown,Pending,VALID
INC004918,D0021837,2024-12-05,Lost parcel,Resolved,VALID
INC004919,D0021839,2024-12-24,Late delivery,Resolved,VALID
INC004920,D0021842,2024-12-09,Damaged parcel,Resolved,VALID
INC004921,D0021853,2024-12-12,Wrong address,Resolved,VALID
INC004922,D0021862,2024-12-31,Damaged parcel,Resolved,VALID
INC004923,D0021864,2024-12-19,Damaged parcel,Resolved,VALID
INC004924,D0021870,2024-12-20,Customer complaint,Resolved,VALID
INC004925,D0021874,2024-12-09,Damaged parcel,Resolved,VALID
INC004926,D0021887,2025-01-14,Lost parcel,Resolved,VALID
INC004927,D0021889,2025-01-19,Customer complaint,Resolved,VALID
INC004928,D0021893,2025-01-18,Lost parcel,Resolved,VALID
INC004929,D0021896,2025-01-11,Damaged parcel,Pending,VALID
INC004930,D0021906,2025-01-16,Wrong address,Resolved,VALID
INC004931,D0021907,2025-01-25,Customer complaint,Resolved,VALID
INC004932,D0021913,2025-01-18,Lost parcel,Resolved,VALID
INC004933,D0021916,2025-01-31,Lost parcel,Resolved,VALID
INC004934,D0021920,2025-01-23,Lost parcel,Resolved,VALID
INC004935,D0021926,2025-01-20,Vehicle breakdown,Resolved,VALID
INC004936,D0021931,2025-01-20,Wrong address,Escalated,VALID
INC004937,D0021936,2025-01-21,Late delivery,Resolved,VALID
INC004938,D0021938,2025-01-09,Vehicle breakdown,Resolved,VALID
INC004939,D0021942,2025-01-19,Customer complaint,Resolved,VALID
INC004940,D0021947,2025-01-20,Lost parcel,Resolved,VALID
INC004941,D0021960,2025-01-17,Late delivery,Resolved,VALID
INC004942,D0021964,2025-01-03,Late delivery,Resolved,VALID
INC004943,D0021971,2025-01-12,Damaged parcel,Resolved,VALID
INC004944,D0021982,2025-01-11,Lost parcel,Pending,VALID
INC004945,D0021984,2025-01-18,Late delivery,Resolved,VALID
INC004946,D0021995,2025-01-16,Vehicle breakdown,Resolved,VALID
INC004947,D0022001,2025-01-17,Customer complaint,Resolved,VALID
INC004948,D0022024,2025-01-10,Vehicle breakdown,Resolved,VALID
INC004949,D0022026,2025-01-04,Late delivery,Resolved,VALID
INC004950,D0022029,2025-01-28,Vehicle breakdown,Resolved,VALID
INC004951,D0022038,2025-01-12,Vehicle breakdown,Resolved,VALID
INC004952,D0022055,2025-01-05,Wrong address,Resolved,VALID
INC004953,D0022062,2025-01-18,Late delivery,Escalated,VALID
INC004954,D0022066,2025-01-12,Vehicle breakdown,Pending,VALID
INC004955,D0022070,2025-01-01,Late delivery,Resolved,VALID
INC004956,D0022076,2025-01-20,Lost parcel,Resolved,VALID
INC004957,D0022078,2025-01-17,Late delivery,Resolved,VALID
INC004958,D0022079,2025-01-11,Vehicle breakdown,Resolved,VALID
INC004959,D0022085,2025-02-24,Wrong address,Escalated,VALID
INC004960,D0022092,2025-02-19,Wrong address,Resolved,VALID
INC004961,D0022097,2025-02-18,Customer complaint,Pending,VALID
INC004962,D0022100,2025-02-22,Customer complaint,Resolved,VALID
INC004963,D0022103,2025-02-12,Damaged parcel,Resolved,VALID
INC004964,D0022110,2025-02-19,Lost parcel,Resolved,VALID
INC004965,D0022116,2025-02-01,Late delivery,Resolved,VALID
INC004966,D0022118,2025-02-08,Customer complaint,Resolved,VALID
INC004967,D0022120,2025-02-28,Late delivery,Resolved,VALID
INC004968,D0022124,2025-02-06,Customer complaint,Resolved,VALID
INC004969,D0022129,2025-02-17,Wrong address,Pending,VALID
INC004970,D0022132,2025-02-23,Damaged parcel,Resolved,VALID
INC004971,D0022134,2025-02-23,Late delivery,Resolved,VALID
INC004972,D0022139,2025-02-28,Damaged parcel,Resolved,VALID
INC004973,D0022145,2025-02-20,Lost parcel,Resolved,VALID
INC004974,D0022146,2025-02-02,Damaged parcel,Resolved,VALID
INC004975,D0022149,2025-02-16,Vehicle breakdown,Resolved,VALID
INC004976,D0022154,2025-02-09,Late delivery,Resolved,VALID
INC004977,D0022169,2025-02-20,Wrong address,Resolved,VALID
INC004978,D0022174,2025-02-07,Wrong address,Resolved,VALID
INC004979,D0022184,2025-02-14,Wrong address,Resolved,VALID
INC004980,D0022192,2025-02-23,Customer complaint,Resolved,VALID
INC004981,D0022199,2025-02-22,Damaged parcel,Escalated,VALID
INC004982,D0022212,2025-02-24,Late delivery,Resolved,VALID
INC004983,D0022218,2025-02-17,Late delivery,Resolved,VALID
INC004984,D0022232,2025-02-26,Customer complaint,Resolved,VALID
INC004985,D0022233,2025-02-18,Late delivery,Resolved,VALID
INC004986,D0022241,2025-02-25,Customer complaint,Resolved,VALID
INC004987,D0022243,2025-02-14,Late delivery,Resolved,VALID
INC004988,D0022244,2025-02-22,Damaged parcel,Pending,VALID
INC004989,D0022258,2025-02-15,Damaged parcel,Resolved,VALID
INC004990,D0022262,2025-02-22,Late delivery,Resolved,VALID
INC004991,D0022266,2025-02-09,Late delivery,Resolved,VALID
INC004992,D0022267,2025-02-20,Wrong address,Resolved,VALID
INC004993,D0022276,2025-02-18,Wrong address,Resolved,VALID
INC004994,D0022277,2025-02-09,Lost parcel,Resolved,VALID
INC004995,D0022278,2025-02-28,Wrong address,Pending,VALID
INC004996,D0022287,2025-02-02,Wrong address,Resolved,VALID
INC004997,D0022288,2025-02-16,Vehicle breakdown,Resolved,VALID
INC004998,D0022291,2025-02-21,Wrong address,Resolved,VALID
INC004999,D0022302,2025-03-21,Customer complaint,Escalated,VALID
INC005000,D0022309,2025-03-06,Customer complaint,Resolved,VALID
INC005001,D0022314,2025-03-20,Customer complaint,Resolved,VALID
INC005002,D0022315,2025-03-09,Customer complaint,Resolved,VALID
INC005003,D0022316,2025-03-23,Late delivery,Resolved,VALID
INC005004,D0022325,2025-03-17,Vehicle breakdown,Resolved,VALID
INC005005,D0022328,2025-03-23,Late delivery,Resolved,VALID
INC005006,D0022331,2025-03-31,Damaged parcel,Resolved,VALID
INC005007,D0022334,2025-03-01,Late delivery,Resolved,VALID
INC005008,D0022349,2025-03-16,Damaged parcel,Resolved,VALID
INC005009,D0022355,2025-03-02,Wrong address,Resolved,VALID
INC005010,D0022361,2025-03-07,Customer complaint,Resolved,VALID
INC005011,D0022369,2025-03-29,Wrong address,Resolved,VALID
INC005012,D0022382,2025-03-28,Late delivery,Resolved,VALID
INC005013,D0022384,2025-03-16,Damaged parcel,Pending,VALID
INC005014,D0022387,2025-03-29,Wrong address,Resolved,VALID
INC005015,D0022390,2025-03-09,Damaged parcel,Resolved,VALID
INC005016,D0022395,2025-03-19,Customer complaint,Resolved,VALID
INC005017,D0022398,2025-03-29,Late delivery,Resolved,VALID
INC005018,D0022402,2025-03-04,Late delivery,Pending,VALID
INC005019,D0022414,2025-03-10,Customer complaint,Resolved,VALID
INC005020,D0022419,2025-03-30,Vehicle breakdown,Escalated,VALID
INC005021,D0022420,2025-03-20,Lost parcel,Resolved,VALID
INC005022,D0022424,2025-03-28,Lost parcel,Resolved,VALID
INC005023,D0022427,2025-03-10,Wrong address,Resolved,VALID
INC005024,D0022439,2025-03-13,Customer complaint,Resolved,VALID
INC005025,D0022444,2025-03-15,Late delivery,Resolved,VALID
INC005026,D0022445,2025-03-22,Late delivery,Resolved,VALID
INC005027,D0022455,2025-03-26,Vehicle breakdown,Resolved,VALID
INC005028,D0022465,2025-03-25,Customer complaint,Escalated,VALID
INC005029,D0022469,2025-03-10,Vehicle breakdown,Resolved,VALID
INC005030,D0022481,2025-03-13,Lost parcel,Resolved,VALID
INC005031,D0022482,2025-03-13,Late delivery,Pending,VALID
INC005032,D0022486,2025-03-02,Customer complaint,Resolved,VALID
INC005033,D0022490,2025-03-02,Lost parcel,Resolved,VALID
INC005034,D0022493,2025-03-25,Customer complaint,Resolved,VALID
INC005035,D0022502,2025-03-31,Late delivery,Escalated,VALID
INC005036,D0022511,2025-03-19,Late delivery,Pending,VALID
INC005037,D0022513,2025-03-09,Late delivery,Resolved,VALID
INC005038,D0022514,2025-03-23,Damaged parcel,Escalated,VALID
INC005039,D0022517,2025-03-17,Damaged parcel,Escalated,VALID
INC005040,D0022518,2025-03-31,Customer complaint,Resolved,VALID
INC005041,D0022521,2025-03-14,Late delivery,Resolved,VALID
INC005042,D0022527,2025-03-09,Late delivery,Escalated,VALID
INC005043,D0022529,2025-03-31,Late delivery,Resolved,VALID
INC005044,D0022531,2025-03-24,Damaged parcel,Resolved,VALID
INC005045,D0022533,2025-03-26,Late delivery,Resolved,VALID
INC005046,D0022535,2025-03-21,Wrong address,Resolved,VALID
INC005047,D0022536,2025-03-21,Damaged parcel,Resolved,VALID
INC005048,D0022546,2025-03-31,Vehicle breakdown,Escalated,VALID
INC005049,D0022549,2025-03-30,Lost parcel,Pending,VALID
INC005050,D0022550,2025-03-12,Customer complaint,Resolved,VALID
INC005051,D0022551,2025-03-18,Customer complaint,Resolved,VALID
INC005052,D0022560,2025-03-29,Damaged parcel,Resolved,VALID
INC005053,D0022564,2025-03-16,Vehicle breakdown,Resolved,VALID
INC005054,D0022573,2025-03-16,Wrong address,Resolved,VALID
INC005055,D0022577,2025-03-20,Wrong address,Resolved,VALID
INC005056,D0022581,2025-03-01,Damaged parcel,Resolved,VALID
INC005057,D0022590,2025-04-30,Damaged parcel,Resolved,VALID
INC005058,D0022600,2025-04-26,Lost parcel,Resolved,VALID
INC005059,D0022601,2025-04-14,Damaged parcel,Resolved,VALID
INC005060,D0022603,2025-04-13,Late delivery,Resolved,VALID
INC005061,D0022607,2025-04-17,Vehicle breakdown,Resolved,VALID
INC005062,D0022608,2025-04-27,Lost parcel,Resolved,VALID
INC005063,D0022612,2025-04-17,Vehicle breakdown,Resolved,VALID
INC005064,D0022618,2025-04-18,Wrong address,Resolved,VALID
INC005065,D0022619,2025-04-05,Wrong address,Escalated,VALID
INC005066,D0022624,2025-04-06,Late delivery,Pending,VALID
INC005067,D0022627,2025-04-10,Late delivery,Escalated,VALID
INC005068,D0022644,2025-04-11,Wrong address,Resolved,VALID
INC005069,D0022647,2025-04-19,Late delivery,Resolved,VALID
INC005070,D0022648,2025-04-14,Customer complaint,Resolved,VALID
INC005071,D0022649,2025-04-30,Wrong address,Resolved,VALID
INC005072,D0022650,2025-04-12,Damaged parcel,Resolved,VALID
INC005073,D0022651,2025-04-04,Customer complaint,Pending,VALID
INC005074,D0022653,2025-04-13,Wrong address,Escalated,VALID
INC005075,D0022657,2025-04-26,Damaged parcel,Resolved,VALID
INC005076,D0022670,2025-04-27,Customer complaint,Resolved,VALID
INC005077,D0022675,2025-04-22,Late delivery,Resolved,VALID
INC005078,D0022679,2025-04-14,Late delivery,Resolved,VALID
INC005079,D0022685,2025-04-23,Damaged parcel,Resolved,VALID
INC005080,D0022686,2025-04-01,Wrong address,Resolved,VALID
INC005081,D0022693,2025-04-22,Damaged parcel,Resolved,VALID
INC005082,D0022694,2025-04-27,Vehicle breakdown,Resolved,VALID
INC005083,D0022705,2025-04-28,Late delivery,Resolved,VALID
INC005084,D0022707,2025-04-02,Late delivery,Resolved,VALID
INC005085,D0022709,2025-04-03,Customer complaint,Resolved,VALID
INC005086,D0022710,2025-04-07,Lost parcel,Resolved,VALID
INC005087,D0022712,2025-04-23,Lost parcel,Resolved,VALID
INC005088,D0022721,2025-04-05,Damaged parcel,Resolved,VALID
INC005089,D0022727,2025-04-29,Customer complaint,Escalated,VALID
INC005090,D0022729,2025-04-26,Vehicle breakdown,Resolved,VALID
INC005091,D0022730,2025-04-19,Customer complaint,Escalated,VALID
INC005092,D0022731,2025-04-12,Wrong address,Resolved,VALID
INC005093,D0022736,2025-04-28,Damaged parcel,Resolved,VALID
INC005094,D0022745,2025-04-04,Damaged parcel,Resolved,VALID
INC005095,D0022748,2025-04-24,Wrong address,Pending,VALID
INC005096,D0022763,2025-04-22,Wrong address,Pending,VALID
INC005097,D0022769,2025-04-12,Vehicle breakdown,Pending,VALID
INC005098,D0022795,2025-04-27,Customer complaint,Resolved,VALID
INC005099,D0022808,2025-04-09,Late delivery,Resolved,VALID
INC005100,D0022810,2025-04-17,Wrong address,Escalated,VALID
INC005101,D0022833,2025-04-29,Customer complaint,Escalated,VALID
INC005102,D0022834,2025-04-28,Late delivery,Resolved,VALID
INC005103,D0022836,2025-04-20,Late delivery,Resolved,VALID
INC005104,D0022838,2025-04-15,Customer complaint,Escalated,VALID
INC005105,D0022841,2025-04-18,Lost parcel,Resolved,VALID
INC005106,D0022843,2025-04-30,Late delivery,Resolved,VALID
INC005107,D0022848,2025-04-27,Customer complaint,Resolved,VALID
INC005108,D0022850,2025-04-01,Customer complaint,Resolved,VALID
INC005109,D0022858,2025-04-10,Customer complaint,Pending,VALID
INC005110,D0022860,2025-04-27,Customer complaint,Resolved,VALID
INC005111,D0022867,2025-04-25,Damaged parcel,Resolved,VALID
INC005112,D0022868,2025-04-26,Damaged parcel,Escalated,VALID
INC005113,D0022869,2025-04-14,Damaged parcel,Resolved,VALID
INC005114,D0022873,2025-04-02,Customer complaint,Pending,VALID
INC005115,D0022878,2025-04-01,Damaged parcel,Resolved,VALID
INC005116,D0022880,2025-04-15,Vehicle breakdown,Resolved,VALID
INC005117,D0022884,2025-04-30,Late delivery,Resolved,VALID
INC005118,D0022893,2025-05-08,Vehicle breakdown,Resolved,VALID
INC005119,D0022896,2025-05-10,Wrong address,Pending,VALID
INC005120,D0022900,2025-05-03,Damaged parcel,Resolved,VALID
INC005121,D0022905,2025-05-19,Late delivery,Resolved,VALID
INC005122,D0022907,2025-05-30,Customer complaint,Escalated,VALID
INC005123,D0022913,2025-05-15,Damaged parcel,Resolved,VALID
INC005124,D0022917,2025-05-13,Late delivery,Resolved,VALID
INC005125,D0022925,2025-05-23,Customer complaint,Pending,VALID
INC005126,D0022942,2025-05-15,Wrong address,Resolved,VALID
INC005127,D0022944,2025-05-16,Wrong address,Escalated,VALID
INC005128,D0022952,2025-05-07,Wrong address,Resolved,VALID
INC005129,D0022953,2025-05-04,Vehicle breakdown,Resolved,VALID
INC005130,D0022957,2025-05-13,Late delivery,Resolved,VALID
INC005131,D0022960,2025-05-30,Wrong address,Pending,VALID
INC005132,D0022963,2025-05-07,Lost parcel,Resolved,VALID
INC005133,D0022964,2025-05-26,Damaged parcel,Resolved,VALID
INC005134,D0022987,2025-05-19,Lost parcel,Resolved,VALID
INC005135,D0022990,2025-05-22,Wrong address,Resolved,VALID
INC005136,D0022993,2025-05-20,Late delivery,Resolved,VALID
INC005137,D0022998,2025-05-06,Damaged parcel,Resolved,VALID
INC005138,D0023002,2025-05-07,Late delivery,Resolved,VALID
INC005139,D0023005,2025-05-15,Customer complaint,Resolved,VALID
INC005140,D0023018,2025-05-29,Late delivery,Resolved,VALID
INC005141,D0023021,2025-05-13,Vehicle breakdown,Resolved,VALID
INC005142,D0023025,2025-05-31,Late delivery,Resolved,VALID
INC005143,D0023028,2025-05-26,Damaged parcel,Resolved,VALID
INC005144,D0023032,2025-05-10,Vehicle breakdown,Pending,VALID
INC005145,D0023042,2025-05-13,Customer complaint,Resolved,VALID
INC005146,D0023046,2025-05-10,Vehicle breakdown,Resolved,VALID
INC005147,D0023056,2025-05-29,Damaged parcel,Resolved,VALID
INC005148,D0023058,2025-05-25,Customer complaint,Resolved,VALID
INC005149,D0023059,2025-05-12,Late delivery,Resolved,VALID
INC005150,D0023066,2025-05-03,Wrong address,Resolved,VALID
INC005151,D0023069,2025-05-24,Late delivery,Resolved,VALID
INC005152,D0023077,2025-05-03,Late delivery,Escalated,VALID
INC005153,D0023100,2025-05-29,Customer complaint,Resolved,VALID
INC005154,D0023102,2025-05-17,Lost parcel,Resolved,VALID
INC005155,D0023106,2025-05-22,Customer complaint,Resolved,VALID
INC005156,D0023109,2025-05-10,Wrong address,Pending,VALID
INC005157,D0023110,2025-05-29,Damaged parcel,Resolved,VALID
INC005158,D0023116,2025-05-29,Damaged parcel,Pending,VALID
INC005159,D0023123,2025-05-18,Customer complaint,Resolved,VALID
INC005160,D0023126,2025-05-22,Customer complaint,Resolved,VALID
INC005161,D0023144,2025-05-02,Customer complaint,Resolved,VALID
INC005162,D0023150,2025-05-04,Vehicle breakdown,Resolved,VALID
INC005163,D0023155,2025-05-04,Late delivery,Resolved,VALID
INC005164,D0023157,2025-05-17,Lost parcel,Resolved,VALID
INC005165,D0023159,2025-05-09,Vehicle breakdown,Escalated,VALID
INC005166,D0023180,2025-05-03,Vehicle breakdown,Resolved,VALID
INC005167,D0023183,2025-05-19,Late delivery,Resolved,VALID
INC005168,D0023184,2025-05-04,Damaged parcel,Resolved,VALID
INC005169,D0023185,2025-05-18,Vehicle breakdown,Resolved,VALID
INC005170,D0023188,2025-05-17,Wrong address,Resolved,VALID
INC005171,D0023192,2025-05-22,Damaged parcel,Resolved,VALID
INC005172,D0023205,2025-05-04,Wrong address,Resolved,VALID
INC005173,D0023214,2025-06-05,Vehicle breakdown,Resolved,VALID
INC005174,D0023217,2025-06-17,Damaged parcel,Resolved,VALID
INC005175,D0023236,2025-06-13,Vehicle breakdown,Escalated,VALID
INC005176,D0023237,2025-06-23,Damaged parcel,Resolved,VALID
INC005177,D0023238,2025-06-12,Damaged parcel,Resolved,VALID
INC005178,D0023239,2025-06-08,Wrong address,Resolved,VALID
INC005179,D0023247,2025-06-15,Customer complaint,Resolved,VALID
INC005180,D0023252,2025-06-11,Damaged parcel,Resolved,VALID
INC005181,D0023253,2025-06-11,Customer complaint,Pending,VALID
INC005182,D0023255,2025-06-16,Late delivery,Resolved,VALID
INC005183,D0023256,2025-06-04,Late delivery,Pending,VALID
INC005184,D0023259,2025-06-06,Wrong address,Resolved,VALID
INC005185,D0023261,2025-06-16,Customer complaint,Escalated,VALID
INC005186,D0023265,2025-06-22,Vehicle breakdown,Resolved,VALID
INC005187,D0023275,2025-06-21,Vehicle breakdown,Resolved,VALID
INC005188,D0023279,2025-06-26,Wrong address,Resolved,VALID
INC005189,D0023282,2025-06-16,Wrong address,Resolved,VALID
INC005190,D0023285,2025-06-08,Vehicle breakdown,Resolved,VALID
INC005191,D0023303,2025-06-13,Damaged parcel,Resolved,VALID
INC005192,D0023312,2025-06-07,Lost parcel,Resolved,VALID
INC005193,D0023316,2025-06-26,Wrong address,Resolved,VALID
INC005194,D0023318,2025-06-17,Wrong address,Escalated,VALID
INC005195,D0023320,2025-06-24,Wrong address,Resolved,VALID
INC005196,D0023325,2025-06-24,Damaged parcel,Resolved,VALID
INC005197,D0023327,2025-06-23,Wrong address,Resolved,VALID
INC005198,D0023328,2025-06-08,Customer complaint,Escalated,VALID
INC005199,D0023339,2025-06-17,Wrong address,Resolved,VALID
INC005200,D0023341,2025-06-02,Wrong address,Resolved,VALID
INC005201,D0023351,2025-06-18,Damaged parcel,Resolved,VALID
INC005202,D0023354,2025-06-15,Customer complaint,Resolved,VALID
INC005203,D0023357,2025-06-02,Customer complaint,Pending,VALID
INC005204,D0023359,2025-06-11,Late delivery,Resolved,VALID
INC005205,D0023364,2025-06-15,Damaged parcel,Resolved,VALID
INC005206,D0023368,2025-06-21,Customer complaint,Resolved,VALID
INC005207,D0023369,2025-06-15,Wrong address,Escalated,VALID
INC005208,D0023373,2025-06-12,Lost parcel,Resolved,VALID
INC005209,D0023380,2025-06-23,Late delivery,Resolved,VALID
INC005210,D0023398,2025-06-13,Late delivery,Pending,VALID
INC005211,D0023403,2025-06-07,Customer complaint,Pending,VALID
INC005212,D0023407,2025-06-30,Late delivery,Resolved,VALID
INC005213,D0023410,2025-06-14,Vehicle breakdown,Resolved,VALID
INC005214,D0023414,2025-06-08,Late delivery,Resolved,VALID
INC005215,D0023416,2025-06-07,Damaged parcel,Resolved,VALID
INC005216,D0023420,2025-06-06,Damaged parcel,Pending,VALID
INC005217,D0023421,2025-06-05,Customer complaint,Resolved,VALID
INC005218,D0023431,2025-06-06,Vehicle breakdown,Resolved,VALID
INC005219,D0023436,2025-06-15,Wrong address,Resolved,VALID
INC005220,D0023440,2025-06-18,Wrong address,Pending,VALID
INC005221,D0023446,2025-06-22,Wrong address,Pending,VALID
INC005222,D0023447,2025-06-04,Lost parcel,Resolved,VALID
INC005223,D0023455,2025-06-07,Damaged parcel,Resolved,VALID
INC005224,D0023458,2025-06-19,Wrong address,Resolved,VALID
INC005225,D0023461,2025-06-02,Damaged parcel,Pending,VALID
INC005226,D0023467,2025-06-30,Vehicle breakdown,Resolved,VALID
INC005227,D0023468,2025-06-22,Wrong address,Resolved,VALID
INC005228,D0023471,2025-06-19,Wrong address,Pending,VALID
INC005229,D0023485,2025-06-30,Damaged parcel,Resolved,VALID
INC005230,D0023492,2025-06-15,Customer complaint,Resolved,VALID
INC005231,D0023493,2025-06-30,Vehicle breakdown,Resolved,VALID
INC005232,D0023502,2025-06-13,Damaged parcel,Resolved,VALID
INC005233,D0023504,2025-06-16,Late delivery,Resolved,VALID
INC005234,D0023505,2025-06-09,Late delivery,Resolved,VALID
INC005235,D0023509,2025-06-25,Customer complaint,Escalated,VALID
